Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
D422A5A8,Generative AI,2018,China,Shenzhen,Seed,0.34,14.32,2.13,0.15,1.4,13,0,13,Tier 2 (Mid-size VC),Medium,Independent
6DE08A99,Web3/Crypto,2018,Canada,Montreal,Series A,8.5,112.37,14.09,0.63,11.6,48,37,11,Tier 3 (Angel/Seed),None,Closed
8BE3C384,EdTech,2017,China,Beijing,Pre-IPO,104.6,802.71,126.8,5.4,19,348,0,348,Tier 3 (Angel/Seed),Low,Independent
B1BB75BA,FinTech,2012,USA,New York,Series C+,28.15,282.99,13.7,1.49,17.7,99,0,99,Corporate VC (e.g. Google Ventures),High,Acquired
04F8038D,Robotics,2020,India,Mumbai,Seed,0.27,12.99,0.43,0.36,0.6,24,0,24,Tier 2 (Mid-size VC),High,Acquired
700D409F,Generative AI,2020,UK,Cambridge,Series A,14.04,88.33,4.57,0.81,15.4,56,0,56,Tier 3 (Angel/Seed),High,Independent
A235C465,HealthTech,2021,Singapore,Singapore,Series C+,34.36,212.93,11.05,2.17,15.1,132,0,132,Tier 3 (Angel/Seed),Low,Acquired
E01B1672,Robotics,2013,China,Shanghai,Series C+,80.6,498.12,20.2,3.3,23.7,248,0,248,Tier 3 (Angel/Seed),Low,Independent
58AB9265,FinTech,2023,Singapore,Singapore,Series C+,60.64,712.95,83.02,1.15,48.5,89,0,89,Corporate VC (e.g. Google Ventures),Low,Independent
E11009B7,Web3/Crypto,2018,USA,Austin,Pre-IPO,28.39,255.27,46.54,1.65,16.2,102,70,32,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale)
51ABD37E,FinTech,2022,Canada,Vancouver,Series A,4.7,68.98,3.09,0.56,7.1,50,0,50,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
54E8A69B,Autonomous Vehicles,2015,USA,New York,Series C+,53.76,563.42,19.29,3.55,14.7,180,44,136,Corporate VC (e.g. Google Ventures),High,Independent
E7288263,ClimateTech,2021,Germany,Berlin,Seed,1.59,28.71,2.69,0.72,1.9,41,0,41,Tier 2 (Mid-size VC),None,Independent
1681C606,HealthTech,2020,France,Paris,Series C+,29.27,157.42,12.94,2.28,12.3,156,0,156,Tier 2 (Mid-size VC),Medium,IPO
CD02F239,EdTech,2019,UK,Oxford,Seed,2.52,34.79,1.23,0.57,3.8,32,0,32,Corporate VC (e.g. Google Ventures),High,Independent
497D53EF,HealthTech,2014,India,Delhi NCR,Series B,37.84,417.98,69.94,3.17,11.6,165,81,84,Corporate VC (e.g. Google Ventures),None,Independent
5FBBF9D4,EdTech,2020,Singapore,Singapore,Series A,4.88,52.39,2.12,0.34,11.1,31,12,19,Tier 2 (Mid-size VC),High,Independent
7457AB54,Robotics,2013,USA,San Francisco,Series C+,62.38,275.7,13.35,2.79,21.6,278,0,278,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired
C1F4595A,Generative AI,2020,China,Beijing,Seed,1.6,21.86,1.1,0.6,2.3,49,22,27,Corporate VC (e.g. Google Ventures),Medium,Independent
E8572E9D,EdTech,2020,Israel,Tel Aviv,Pre-IPO,163.29,517.99,23.83,7.24,22.2,471,0,471,Corporate VC (e.g. Google Ventures),High,Independent
37CAE32A,FinTech,2021,UK,Oxford,Series A,4.84,42.11,5.56,0.17,17.9,15,0,15,Tier 2 (Mid-size VC),Low,Acquired
6124387D,Autonomous Vehicles,2025,Israel,Jerusalem,Series A,0,43.85,1.61,0.25,0,25,0,25,Bootstrapped,Medium,Acquired
A5ADFC41,Web3/Crypto,2018,UK,London,Series C+,92.75,796.23,26.86,3.73,24.2,268,169,99,Tier 3 (Angel/Seed),High,Closed
21F81975,Generative AI,2018,India,Hyderabad,Series B,27.2,123.48,7.84,2.83,9.3,149,80,69,Tier 3 (Angel/Seed),Medium,Closed
FECDEF39,FinTech,2018,USA,New York,Pre-IPO,183.09,2171.53,136.81,9.72,18.6,520,114,406,Tier 3 (Angel/Seed),None,Independent
084F1D74,HealthTech,2021,USA,San Francisco,Series A,21.31,215.69,37.81,2.51,8.2,172,74,98,Tier 2 (Mid-size VC),Medium,Independent
15AC287F,ClimateTech,2023,India,Mumbai,Series A,16.05,157.79,20.68,0.75,18.9,54,0,54,Tier 3 (Angel/Seed),Low,Independent
D16AD0CA,Cybersecurity,2024,USA,San Francisco,Post-IPO,242.85,1598.9,64.43,7.89,30.4,567,0,567,Tier 3 (Angel/Seed),High,Independent
E493A14C,Robotics,2023,USA,New York,Pre-IPO,95.75,654.59,26.18,2.94,31.5,203,0,203,Tier 3 (Angel/Seed),Low,Closed
188E14FC,FinTech,2022,Singapore,Singapore,Seed,1.26,23.84,1.09,0.35,2.8,27,11,16,Tier 3 (Angel/Seed),High,Independent
6C1DE15E,ClimateTech,2025,China,Hangzhou,Seed,2.19,36.78,1.54,0.13,9.5,10,0,10,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
E692B9A5,Generative AI,2019,USA,New York,Series B,226.73,1728.07,63.27,11.19,20.1,596,0,596,Corporate VC (e.g. Google Ventures),None,Independent
D592FD90,Cybersecurity,2023,China,Shenzhen,Pre-IPO,145.87,510.98,39.11,2.68,52.5,217,0,217,Tier 3 (Angel/Seed),High,Acquired
C1FD9AFC,FinTech,2021,China,Shenzhen,Series A,4.4,26.77,2.37,0.29,11.3,22,0,22,Tier 3 (Angel/Seed),High,Independent
174D5DBF,Web3/Crypto,2016,Japan,Tokyo,Series B,6.68,33.92,1.56,0.34,15.2,32,17,15,Tier 2 (Mid-size VC),Low,Closed
F41C5126,SpaceTech,2013,India,Hyderabad,Seed,1.23,25.83,4.28,0.7,1.5,36,0,36,Tier 2 (Mid-size VC),Low,Closed
B4F5721C,Generative AI,2017,China,Beijing,Series A,11.22,80.71,4.53,0.59,16.3,48,9,39,Tier 2 (Mid-size VC),Low,Independent
210F693F,FinTech,2021,USA,Boston,Seed,2.51,33.36,3.81,0.77,2.9,51,14,37,Tier 2 (Mid-size VC),Low,Independent
7EB1610A,Generative AI,2020,Israel,Tel Aviv,Seed,1.78,33.6,1.32,0.68,2.3,46,0,46,Tier 2 (Mid-size VC),High,Independent
B1761893,Web3/Crypto,2017,UK,London,Seed,0.97,30.15,3.29,0.14,4,9,0,9,Tier 2 (Mid-size VC),None,Independent
D4C75950,Generative AI,2021,USA,New York,Seed,5.06,74.35,7.75,0.48,8.7,28,15,13,Tier 2 (Mid-size VC),Low,Closed
5BBDA267,Cybersecurity,2015,China,Beijing,Post-IPO,170.84,1758.22,133.87,6.36,26.4,556,117,439,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
751FBFD2,FinTech,2021,USA,Austin,Seed,0,21.55,2.04,0.65,0,40,17,23,Bootstrapped,High,Closed
CCE063A2,HealthTech,2021,Singapore,Singapore,Series A,14.39,149.96,5.46,0.72,17.5,62,21,41,"Tier 1 (e.g. Sequoia, a16z)",None,Independent
4137570D,Generative AI,2024,India,Bengaluru,Seed,2.64,40.46,1.61,0.65,3.5,44,0,44,Tier 2 (Mid-size VC),High,Independent
178A6C60,ClimateTech,2016,USA,Seattle,Series C+,93.03,857.72,41.69,4.92,18.5,367,0,367,Corporate VC (e.g. Google Ventures),Low,Independent
1916F0B1,FinTech,2022,USA,Austin,Series B,34.04,315.04,10.94,2.58,12.7,238,0,238,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
D12C5B15,Robotics,2018,USA,San Francisco,Seed,1.19,20.4,0.73,0.49,2,43,18,25,Tier 3 (Angel/Seed),Low,Independent
A44ED0C5,Autonomous Vehicles,2019,China,Shenzhen,Seed,2.51,21.52,0.99,0.33,5.8,31,0,31,Tier 3 (Angel/Seed),Medium,Independent
D7A2ED7E,SpaceTech,2019,China,Beijing,Seed,5.61,49.72,9.22,0.57,8.4,47,16,31,Tier 2 (Mid-size VC),High,Independent
884E0259,HealthTech,2020,USA,San Francisco,Series B,36.82,362.43,20.25,1.67,20.8,99,9,90,Tier 2 (Mid-size VC),Medium,Independent
4687F7D7,FinTech,2025,Canada,Montreal,Seed,0.8,9.4,0.33,0.51,1.3,28,10,18,Corporate VC (e.g. Google Ventures),Medium,Independent
B723DD93,Generative AI,2020,Singapore,Singapore,Seed,0.33,16.22,0.78,0.38,0.7,19,0,19,Tier 2 (Mid-size VC),High,Closed
1DE4577D,Web3/Crypto,2023,USA,New York,Series A,23.28,290.95,31.46,1.06,20.1,91,0,91,Tier 3 (Angel/Seed),High,Independent
DE9717DF,HealthTech,2018,USA,Boston,Seed,6.05,88.8,6.02,0.28,15.9,26,0,26,Tier 2 (Mid-size VC),Medium,Independent
06B1C438,Generative AI,2019,India,Delhi NCR,Series B,15.91,92.08,3.85,1.01,14.3,55,0,55,Corporate VC (e.g. Google Ventures),Low,Independent
1E0D1BCD,HealthTech,2020,USA,Seattle,Seed,5.69,41.81,2.37,0.92,5.6,55,0,55,Tier 2 (Mid-size VC),Medium,Independent
1DB0FB79,FinTech,2018,USA,New York,Post-IPO,0,4.04,0.3,0.12,0,8,3,5,Bootstrapped,Medium,Independent
AD73C37D,FinTech,2024,USA,Miami,Series A,3.42,37.11,3.1,0.27,9.2,15,0,15,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
52BB850E,ClimateTech,2021,USA,Boston,Seed,1.09,15.65,1.08,0.52,1.8,40,14,26,Tier 2 (Mid-size VC),High,Independent
35DF164D,Generative AI,2019,USA,New York,Seed,2.81,39.24,7.07,0.79,3.2,40,0,40,Tier 3 (Angel/Seed),High,Closed
AFCB9C44,Robotics,2021,France,Lyon,Series A,4.46,46.09,8.15,0.52,7.2,35,0,35,Tier 2 (Mid-size VC),High,Closed
F69116F7,Cybersecurity,2019,USA,Seattle,Series C+,72.81,876.14,44.06,4.04,17.6,242,45,197,Tier 2 (Mid-size VC),High,Closed
50F4FCE6,Generative AI,2012,USA,Austin,Series A,0,22.79,3.06,0.46,0,38,0,38,Bootstrapped,None,Independent
1AC2FBAA,EdTech,2020,USA,Austin,Seed,0.7,17.57,0.83,0.34,1.6,31,0,31,Tier 3 (Angel/Seed),High,Independent
61B311EC,Generative AI,2020,USA,San Francisco,Series A,144.94,1422.24,77.36,4.04,35,394,0,394,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
0D7FA2B1,EdTech,2024,China,Shenzhen,Seed,1.8,24.32,2.37,0.68,2.3,43,14,29,Tier 3 (Angel/Seed),Medium,Independent
8BA480C5,HealthTech,2013,India,Hyderabad,Series A,4.13,34.58,1.76,0.48,7.1,25,0,25,Tier 3 (Angel/Seed),Medium,Independent
FE9D75D2,FinTech,2020,USA,Miami,Series A,19.71,243.03,14.65,1.2,15.2,74,0,74,Tier 2 (Mid-size VC),Low,Independent
2F81FBAD,Generative AI,2014,Singapore,Singapore,Series B,39.56,261.77,22.92,1.35,27.3,120,0,120,Corporate VC (e.g. Google Ventures),High,Independent
0AE505FC,Generative AI,2015,India,Delhi NCR,Series C+,190.92,1162.26,140.97,14.17,13.4,1058,286,772,Corporate VC (e.g. Google Ventures),Medium,Independent
A5FB496E,Robotics,2020,Germany,Berlin,Series C+,131.08,534.92,25.9,5.36,24,372,82,290,Tier 3 (Angel/Seed),High,Independent
90208CC7,Generative AI,2017,USA,San Francisco,Series B,71.01,473.74,25.07,5.16,13.5,282,0,282,Tier 3 (Angel/Seed),Medium,Independent
59040608,SpaceTech,2021,USA,New York,Series A,42.35,446.54,18.74,1.35,29.2,130,0,130,Tier 3 (Angel/Seed),Medium,Closed
E5FF82FA,FinTech,2020,China,Shanghai,Series A,21.62,193.8,6.99,0.81,23.8,75,0,75,Corporate VC (e.g. Google Ventures),Low,Independent
B1FA73F1,FinTech,2017,China,Shenzhen,Series B,18.8,234.82,10,1.13,15.3,72,0,72,Tier 3 (Angel/Seed),High,Independent
E4456127,Cybersecurity,2019,USA,New York,Seed,5.23,75.04,4.15,0.57,7.8,45,0,45,Tier 2 (Mid-size VC),High,Independent
55AA0E38,ClimateTech,2012,Japan,Kyoto,Series B,6.68,46.35,2.21,0.31,16.3,30,7,23,Tier 2 (Mid-size VC),None,Closed
28BF114C,FinTech,2022,Canada,Vancouver,Series B,29.86,334.07,53.47,1.11,24.7,62,0,62,Tier 3 (Angel/Seed),Medium,Independent
4C828E42,HealthTech,2012,USA,Miami,Series B,0,20.27,1.07,0.35,0,33,14,19,Bootstrapped,High,Independent
CB56DCE1,HealthTech,2012,Israel,Jerusalem,Seed,2.57,30.61,2.86,0.29,6.6,20,0,20,Corporate VC (e.g. Google Ventures),Medium,Closed
93716760,HealthTech,2020,China,Beijing,Series B,30.01,118.39,10.22,1.93,14.8,131,39,92,Corporate VC (e.g. Google Ventures),High,Independent
F31752C0,EdTech,2024,USA,San Francisco,Seed,2.73,31.01,1.15,0.38,5.7,19,0,19,Tier 3 (Angel/Seed),High,Closed
3BDCAAA6,Robotics,2022,USA,Seattle,Seed,1.29,25.94,1.9,0.41,2.5,37,0,37,Tier 2 (Mid-size VC),Medium,Independent
30804B89,Generative AI,2018,USA,Boston,Series B,389.16,4501.61,233.3,11.79,32.7,614,0,614,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
FC4FC60B,ClimateTech,2016,USA,Miami,Series A,7.9,83.66,3.59,0.83,8.5,54,23,31,Tier 2 (Mid-size VC),Low,Independent
896FA6DB,Robotics,2020,USA,Austin,Series A,4.61,48.55,1.93,1,4.2,56,0,56,Tier 3 (Angel/Seed),High,Acquired
F4A93AAA,Autonomous Vehicles,2021,China,Shanghai,Seed,1.44,24.02,0.84,0.46,2.6,25,0,25,Tier 2 (Mid-size VC),Medium,Independent
D0F897DF,EdTech,2019,USA,San Francisco,Seed,0.76,13.55,1.44,0.46,1.4,30,0,30,Tier 2 (Mid-size VC),None,Acquired
5D54BD22,Generative AI,2019,USA,Austin,Series B,20.99,165.88,7.5,2.95,6.9,149,75,74,Tier 2 (Mid-size VC),Low,Closed
BBC05070,Generative AI,2015,USA,New York,Series B,44.71,521.22,89.01,2.76,15.6,159,51,108,Tier 3 (Angel/Seed),High,Acquired
71FE1E2C,HealthTech,2016,USA,New York,Series C+,160.09,819.6,44.49,6.42,24.6,490,0,490,Tier 2 (Mid-size VC),High,Closed
8EE3AE46,FinTech,2020,USA,Boston,Series C+,55,400.5,43.3,2.41,21.9,174,0,174,Tier 3 (Angel/Seed),Medium,Closed
58564CEC,Robotics,2015,USA,Austin,Series A,10.35,88.97,3.06,0.82,11.2,56,0,56,Tier 3 (Angel/Seed),High,Independent
E7219766,ClimateTech,2017,UK,Cambridge,Series C+,0,24.35,1.09,0.44,0,31,0,31,Bootstrapped,High,Independent
5394D775,FinTech,2017,USA,Boston,Seed,0.36,15.3,1.23,0.21,1.2,11,5,6,Corporate VC (e.g. Google Ventures),High,Independent
EB4BFF49,SpaceTech,2019,USA,Boston,Seed,3.94,39.47,7.02,0.64,5.3,46,20,26,Tier 2 (Mid-size VC),Medium,Independent
25F148D1,Generative AI,2013,Israel,Jerusalem,Series B,36.31,423.2,42.73,2.15,16.1,142,0,142,Corporate VC (e.g. Google Ventures),None,Independent
09D992C5,Cybersecurity,2019,USA,Miami,Seed,1.42,22.71,0.84,0.52,2.3,29,0,29,Tier 3 (Angel/Seed),None,Independent
34EAF563,Robotics,2023,USA,Boston,Series A,9.8,104.82,7.91,1.15,7.8,67,0,67,Tier 2 (Mid-size VC),Low,Closed
85FB3005,EdTech,2013,USA,Seattle,Seed,1.26,23.42,0.8,0.71,1.6,40,0,40,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
B1F8A7C6,HealthTech,2020,UK,Oxford,Series A,10.76,89.6,3.35,0.35,23.9,26,0,26,Tier 3 (Angel/Seed),High,Closed
533D3319,FinTech,2021,France,Lyon,Series C+,23.26,116.67,9.07,2.1,10.6,144,81,63,Tier 2 (Mid-size VC),High,Closed
32D793A0,Autonomous Vehicles,2018,USA,New York,Series B,88.2,366.12,12.59,5.33,16.2,294,0,294,Tier 3 (Angel/Seed),High,Closed
13BFFCCD,EdTech,2015,USA,Miami,Seed,0.64,12.2,1.55,0.29,1.6,20,11,9,Tier 2 (Mid-size VC),High,Closed
7CD598E9,HealthTech,2013,China,Shanghai,Series B,102.7,980.23,38.46,3.5,28.5,248,0,248,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
485C27F1,Robotics,2020,USA,Boston,Series C+,30.61,295,16.93,1.7,17,132,37,95,Tier 3 (Angel/Seed),High,Independent
F95701EB,Cybersecurity,2020,Singapore,Singapore,Seed,1.46,27.89,1.36,0.4,2.9,34,0,34,Tier 2 (Mid-size VC),High,Independent
A1243B25,HealthTech,2017,China,Hangzhou,Series B,43.48,403.05,17.84,2.22,18.7,197,0,197,Tier 2 (Mid-size VC),None,Independent
2357D2D2,Generative AI,2021,USA,Seattle,Series A,4.95,56.98,4.54,1.04,4.3,60,0,60,Tier 2 (Mid-size VC),Medium,IPO
9C19FAA9,Autonomous Vehicles,2021,USA,Seattle,Series B,81.53,883.75,43.02,6.09,13.2,330,0,330,Tier 2 (Mid-size VC),Medium,Independent
99F3D3BE,Generative AI,2018,USA,Boston,Pre-IPO,2653.31,29756.97,1007.99,103.42,25.6,6248,0,6248,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
65D05502,Generative AI,2021,USA,Seattle,Seed,23.68,183.45,13.07,1.8,12.5,131,36,95,Tier 2 (Mid-size VC),None,Acquired
1ACE0A1B,Generative AI,2017,India,Mumbai,Series B,29.7,222.87,26.98,1.47,18.9,138,0,138,Corporate VC (e.g. Google Ventures),High,Independent
E21C2C46,ClimateTech,2020,USA,Boston,Seed,0,48.93,2.99,0.29,0,19,0,19,Bootstrapped,None,Acquired
795135F4,ClimateTech,2015,USA,San Francisco,Series B,4.57,65.28,2.43,0.79,5.1,51,0,51,Tier 3 (Angel/Seed),Medium,Independent
702CEF06,SpaceTech,2020,USA,Seattle,Series C+,86.61,587.28,37.11,5.33,16,370,82,288,Corporate VC (e.g. Google Ventures),None,Independent
A87AA377,SpaceTech,2017,India,Hyderabad,Seed,1.37,26.64,0.97,0.21,4.4,15,5,10,Tier 2 (Mid-size VC),Medium,Independent
483AA336,SpaceTech,2020,USA,Seattle,Seed,5.71,47.72,8.97,0.69,7.2,53,0,53,Tier 3 (Angel/Seed),High,Independent
D7BE03A2,ClimateTech,2016,USA,Seattle,Pre-IPO,561.1,6189.27,318.48,22.37,25,1528,221,1307,Corporate VC (e.g. Google Ventures),Low,IPO
914E91F7,Generative AI,2021,USA,Miami,Pre-IPO,96.55,689.31,38.45,2.65,35.1,207,0,207,Tier 3 (Angel/Seed),High,Independent
CA32563E,Web3/Crypto,2014,USA,Miami,Pre-IPO,590.2,4543.04,213,29.41,20,1707,975,732,Tier 3 (Angel/Seed),Low,Closed
BB4EE3BF,Robotics,2016,Israel,Tel Aviv,Pre-IPO,73.9,722.71,108.9,4.39,16.5,410,0,410,Tier 2 (Mid-size VC),High,Independent
2EB3F5E2,Web3/Crypto,2016,China,Beijing,Series A,10.22,41.03,1.69,0.87,10.5,52,33,19,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
2B3D3C78,Generative AI,2013,USA,New York,Post-IPO,2966.12,31193.76,1411.39,81.93,36.2,5273,0,5273,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
6D622E4A,Cybersecurity,2021,Japan,Kyoto,Series C+,152.22,1612.93,68.63,5.9,25.4,418,0,418,Tier 2 (Mid-size VC),High,Independent
818224BA,Robotics,2024,USA,San Francisco,Seed,2.53,33.66,4.78,0.58,3.7,37,0,37,Tier 2 (Mid-size VC),Low,Closed
66D0BC00,Generative AI,2021,India,Mumbai,Series C+,0,25.79,1.1,0.18,0,17,0,17,Bootstrapped,Medium,Independent
1D368975,Autonomous Vehicles,2022,UK,London,Series B,33.95,145.62,6.53,4.08,8.1,211,0,211,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
7BDBE621,EdTech,2012,China,Shenzhen,Seed,3.31,40.77,2.03,0.15,13.2,13,0,13,Tier 3 (Angel/Seed),High,Independent
A5748EDB,HealthTech,2015,USA,Seattle,Series B,7.36,85.23,2.87,0.52,11.9,26,0,26,Tier 3 (Angel/Seed),High,Independent
EFB5EF8A,ClimateTech,2020,Israel,Jerusalem,Series A,3.82,56.52,3.33,0.76,4.4,45,18,27,Tier 3 (Angel/Seed),None,Independent
B6FCEB8E,FinTech,2024,China,Shanghai,Series C+,44.88,188.75,28.71,1.43,29.3,99,0,99,Tier 3 (Angel/Seed),High,Independent
95C22613,EdTech,2020,USA,San Francisco,Series C+,41.52,344,14.62,3.49,11.6,223,0,223,Corporate VC (e.g. Google Ventures),Low,Independent
A4CA68C8,SpaceTech,2019,USA,San Francisco,Pre-IPO,286.58,2455.73,129.88,15.74,18.1,874,0,874,Tier 3 (Angel/Seed),Medium,Independent
A24128E8,FinTech,2015,USA,Austin,Seed,3.54,36.91,1.25,0.56,5.4,35,0,35,Tier 3 (Angel/Seed),Low,Independent
DFE5FE05,HealthTech,2016,USA,Austin,Series B,44.8,527.16,24.38,1.23,33.7,79,33,46,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
2E4D17EC,HealthTech,2019,USA,New York,Series A,4.51,62.11,5.04,0.15,18,15,0,15,Tier 3 (Angel/Seed),High,Independent
FAB1B04B,Autonomous Vehicles,2021,USA,Austin,Series B,37.59,154.61,8.2,1.52,23.2,145,0,145,Tier 3 (Angel/Seed),Medium,Independent
095535CE,Generative AI,2013,China,Hangzhou,Series B,212.18,1490.96,157.97,8.5,24.7,633,91,542,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
6D8D8223,Generative AI,2022,China,Shanghai,Series A,26.39,205.73,8.75,1.92,13.1,96,19,77,Corporate VC (e.g. Google Ventures),High,Independent
F961DBDA,FinTech,2023,USA,Seattle,Seed,0,4.15,0.26,0.55,0,47,0,47,Bootstrapped,Medium,Independent
892BC203,ClimateTech,2022,USA,Boston,Series B,18.06,219.9,7.82,0.65,24.1,49,0,49,Tier 3 (Angel/Seed),High,Independent
1178FCB9,Generative AI,2022,USA,New York,Series A,17.03,159.66,7.68,1.22,12.9,73,22,51,Corporate VC (e.g. Google Ventures),Medium,Acquired
726A7670,HealthTech,2012,USA,New York,Seed,0.95,23.32,1.19,0.11,4.5,10,4,6,Tier 2 (Mid-size VC),Medium,Independent
C32C9E60,Web3/Crypto,2024,China,Shanghai,Post-IPO,92.09,376.11,19.37,1.75,49.8,163,0,163,Tier 3 (Angel/Seed),Low,Independent
7C55578D,Robotics,2019,USA,San Francisco,Series B,8.7,84.4,7.19,0.88,8.9,52,0,52,Tier 3 (Angel/Seed),Medium,Closed
6619E1E0,ClimateTech,2022,India,Mumbai,Series A,47.5,203.99,8.92,1.79,25.1,149,0,149,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
0CDB7724,Cybersecurity,2016,USA,San Francisco,Series C+,83.08,758.13,27.77,6.66,12.3,493,0,493,Tier 3 (Angel/Seed),Low,Closed
6DD41141,HealthTech,2019,USA,Miami,Seed,1.44,17.64,2.39,0.56,2.2,37,0,37,Tier 3 (Angel/Seed),High,Independent
138AD8A9,Web3/Crypto,2013,Japan,Tokyo,Series B,68.09,531.33,69.37,3.49,19,266,176,90,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired (Fire Sale)
78A2968B,Cybersecurity,2013,USA,Boston,Series C+,18.69,105.39,11.58,1.09,15.7,65,0,65,Tier 2 (Mid-size VC),High,Independent
BA88CCF9,HealthTech,2023,USA,Miami,Seed,4.59,24.95,2.28,0.51,7.5,40,0,40,Tier 2 (Mid-size VC),High,Independent
C4B9F0DD,FinTech,2021,Israel,Tel Aviv,Seed,4.02,55.45,4.75,0.31,9.8,20,0,20,Tier 2 (Mid-size VC),Low,Independent
7B68365C,ClimateTech,2020,USA,Miami,Seed,0.8,15.46,0.91,0.38,1.7,25,9,16,Tier 3 (Angel/Seed),Low,Closed
FA3DE817,FinTech,2020,France,Lyon,Post-IPO,413.61,4648.93,343.92,13.9,29.5,867,0,867,Tier 3 (Angel/Seed),None,Independent
86BD14B9,Autonomous Vehicles,2021,USA,Austin,Series A,3.21,36.47,4.95,0.29,8.2,17,5,12,Tier 2 (Mid-size VC),Medium,Independent
280DCA56,HealthTech,2018,Canada,Toronto,Series A,10.95,94.38,3.2,0.29,28.1,24,0,24,Tier 3 (Angel/Seed),Medium,Acquired
B38D2BD4,Robotics,2021,USA,Miami,Seed,0,32.32,6.25,0.87,0,48,18,30,Bootstrapped,None,Independent
2AA7B928,Robotics,2019,France,Paris,Series A,5.46,53.82,1.86,0.55,8.4,50,0,50,Tier 2 (Mid-size VC),None,Independent
41F60547,Generative AI,2020,China,Beijing,Series B,81.39,327,13.69,3.67,21.6,346,0,346,Tier 2 (Mid-size VC),Medium,Independent
7F32B76F,Generative AI,2023,USA,Boston,Series C+,75.46,902.89,30.45,2.47,29.4,191,0,191,Tier 3 (Angel/Seed),Low,Independent
849FD479,Autonomous Vehicles,2019,Canada,Montreal,Seed,0,32.98,1.3,0.83,0,42,0,42,Bootstrapped,High,Independent
CCD4464C,ClimateTech,2019,USA,New York,Seed,2.38,24.7,1.47,0.57,3.6,46,21,25,Tier 3 (Angel/Seed),Medium,Closed
44966B40,ClimateTech,2022,India,Bengaluru,Seed,0.39,18.68,2.62,0.51,0.6,46,21,25,Corporate VC (e.g. Google Ventures),High,Independent
E759B198,FinTech,2022,UK,London,Series A,7.24,67.21,2.28,0.7,9,47,0,47,Tier 3 (Angel/Seed),Low,Independent
15ABB8B2,EdTech,2025,India,Delhi NCR,Series A,29.4,317.43,14.32,1.66,16.7,86,0,86,"Tier 1 (e.g. Sequoia, a16z)",Low,IPO
35113873,HealthTech,2020,USA,New York,Series B,21.24,79.22,3.02,3.28,6.3,184,0,184,Tier 2 (Mid-size VC),Medium,Independent
4E6A769D,Autonomous Vehicles,2018,France,Paris,Series C+,57.26,651.61,49.53,4.52,12.4,274,70,204,Tier 3 (Angel/Seed),Medium,Independent
38ADC16E,HealthTech,2017,China,Shanghai,Series A,13.05,83.92,2.88,0.63,17.9,53,0,53,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
FB648D1F,Web3/Crypto,2013,USA,San Francisco,Series A,3.88,32.44,2,0.58,5.7,31,21,10,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale)
58985AAA,ClimateTech,2021,USA,San Francisco,Series A,12.53,114.46,4.47,1,11.4,63,0,63,Tier 2 (Mid-size VC),High,Independent
4AD19DC3,Robotics,2017,India,Hyderabad,Series C+,47.06,460.27,23.76,2.97,15.3,160,0,160,Tier 3 (Angel/Seed),None,Independent
13C6E6A2,FinTech,2020,Canada,Toronto,Series B,49.21,440.24,52.28,3.04,15.7,274,82,192,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
99C536EE,FinTech,2022,India,Mumbai,Series B,28.5,161.76,16.32,1.41,18.9,117,0,117,Tier 3 (Angel/Seed),High,Independent
A939876A,Generative AI,2023,USA,Boston,Series B,25.53,262.93,9.75,0.87,26.3,73,0,73,Tier 3 (Angel/Seed),Medium,Acquired
8E4E1B6A,FinTech,2012,USA,Miami,Pre-IPO,67.58,285.54,19.39,1.35,46.6,126,41,85,Tier 2 (Mid-size VC),High,IPO
63ACAB29,SpaceTech,2018,China,Shanghai,Series C+,118.67,1136.23,39.63,4.17,27.8,263,0,263,Tier 2 (Mid-size VC),Medium,Independent
